NCM;EX;DESCRICAO;ALIQUOTA
38256100;;-- Que contenham principalmente constituintes orgânicos ;0
38256900;;-- Outros ;0
38259000;;- Outros ;0
38260000;;Biodiesel e suas misturas, que não contenham ou que contenham menos de 70 %, em peso, de óleos de petróleo ou de óleos minerais betuminosos. ;6,5
38260000;01;Biodiesel;NT
3827;;Misturas que contenham derivados halogenados do metano, do etano ou do propano, não especificadas nem compreendidas noutras posições.;
38271;;- Que contenham clorofluorcarbonetos (CFC), mesmo que contenham hidroclorofluorcarbonetos (HCFC), perfluorcarbonetos (PFC) ou hidrofluorcarbonetos (HFC), que contenham hidrobromofluorcarbonetos (HBFC), que contenham tetracloreto de carbono, que contenham 1,1,1-tricloroetano (metilclorofórmio):;
382711;;-- Que contenham clorofluorcarbonetos (CFC), mesmo que contenham hidroclorofluorcarbonetos (HCFC), perfluorcarbonetos (PFC) ou hidrofluorcarbonetos (HFC);
38271110;;Que contenham triclorotrifluoroetanos ;6,5
38271190;;Outras ;6,5
38271200;;-- Que contenham hidrobromofluorcarbonetos (HBFC) ;6,5
38271300;;-- Que contenham tetracloreto de carbono ;6,5
38271400;;-- Que contenham 1,1,1-tricloroetano (metilclorofórmio) ;6,5
38272000;;- Que contenham bromoclorodifluorometano (halon-1211), bromotrifluorometano (halon-1301) ou dibromotetrafluoroetanos (halon-2402) ;6,5
38273;;- Que contenham hidroclorofluorcarbonetos (HCFC), mesmo que contenham perfluorcarbonetos (PFC) ou hidrofluorcarbonetos (HFC), mas que não contenham clorofluorcarbonetos (CFC):;
382731;;-- Que contenham substâncias das subposições 2903.41 a 2903.48;
38273110;;Que contenham clorodifluorometano e pentafluoroetano ;6,5
38273190;;Outras ;6,5
382732;;-- Outras, que contenham substâncias das subposições 2903.71 a 2903.75;
38273210;;Que contenham clorodifluorometano e clorotetrafluoroetano ;6,5
38273290;;Outras ;6,5
38273900;;-- Outras ;6,5
38274000;;- Que contenham brometo de metila (bromometano) ou bromoclorometano ;6,5
38275;;- Que contenham trifluorometano (HFC-23) ou perfluorcarbonetos (PFC), mas que não contenham clorofluorcarbonetos (CFC) ou hidroclorofluorcarbonetos (HCFC):;
38275100;;-- Que contenham trifluorometano (HFC-23) ;10
38275900;;-- Outras ;10
38276;;- Que contenham outros hidrofluorcarbonetos (HFC), mas que não contenham clorofluorcarbonetos (CFC) ou hidroclorofluorcarbonetos (HCFC):;
38276100;;-- Que contenham, em massa, 15 % ou mais de 1,1,1-trifluoroetano (HFC-143a) ;10
38276200;;-- Outras, não mencionadas na subposição acima, que contenham, em massa, 55 % ou mais de pentafluoroetano (HFC-125), mas que não contenham derivados fluorados não saturados dos hidrocarbonetos acíclicos (HFO) ;10
38276300;;-- Outras, não mencionadas nas subposições acima, que contenham, em massa, 40 % ou mais de pentafluoroetano (HFC-125) ;10
38276400;;-- Outras, não mencionadas nas subposições acima, que contenham, em massa, 30 % ou mais de 1,1,1,2- tetrafluoroetano (HFC-134a), mas que não contenham derivados fluorados não saturados dos hidrocarbonetos acíclicos (HFO) ;10
38276500;;-- Outras, não mencionadas nas subposições acima, que contenham, em massa, 20 % ou mais de difluorometano (HFC-32) e 20 % ou mais de pentafluoroetano (HFC-125) ;10
38276800;;-- Outras, não mencionadas nas subposições acima, que contenham substâncias das subposições 2903.41 a 2903.48 ;10
38276900;;-- Outras ;10
38279000;;- Outras ;6,5
3901;;Polímeros de etileno, em formas primárias.;
39011;;- Polietileno de densidade inferior a 0,94;
39011020;;Com carga ;5
39011030;;Sem carga ;5
39012;;- Polietileno de densidade igual ou superior a 0,94;
3901201;;Com carga;
39012011;;Vulcanizado, de densidade superior a 1,3 ;3,25
39012019;;Outros ;3,25
3901202;;Sem carga;
39012021;;Vulcanizado, de densidade superior a 1,3 ;3,25
39012029;;Outros ;3,25
39013;;- Copolímeros de etileno e acetato de vinila;
39013010;;Nas formas previstas na Nota 6 a) deste Capítulo ;3,25
39013090;;Outros ;3,25
39014000;;- Copolímeros de etileno e alfa-olefina, de densidade inferior a 0,94 ;3,25
39019;;- Outros;
39019010;;Copolímeros de etileno e ácido acrílico ;3,25
39019020;;Copolímeros de etileno e monômeros com radicais carboxílicos, inclusive com metacrilato de metila ou acrilato de metila como terceiro monômero ;3,25
39019030;;Polietileno clorossulfonado ;3,25
39019040;;Polietileno clorado ;3,25
39019050;;Copolímeros de etileno - ácido metacrílico, com um conteúdo de etileno igual ou superior a 60 %, em peso ;3,25
39019090;;Outros ;5
3902;;Polímeros de propileno ou de outras olefinas, em formas primárias.;
39021;;- Polipropileno;
39021010;;Com carga ;3,25
39021020;;Sem carga ;3,25
39022000;;- Poli-isobutileno ;3,25
39023000;;- Copolímeros de propileno ;3,25
39029000;;- Outros ;3,25
3903;;Polímeros de estireno, em formas primárias.;
39031;;- Poliestireno:;
390311;;-- Expansível;
39031110;;Com carga ;3,25
39031120;;Sem carga ;3,25
39031900;;-- Outros ;5
39032000;;- Copolímeros de estireno-acrilonitrila (SAN) ;3,25
39033;;- Copolímeros de acrilonitrila-butadieno-estireno (ABS);
39033010;;Com carga ;3,25
39033020;;Sem carga ;3,25
39039;;- Outros;
39039010;;Copolímeros de metacrilato de metilbutadieno-estireno (MBS) ;3,25
39039020;;Copolímeros de acrilonitrilo-estireno-acrilato de butilo (ASA) ;3,25
39039090;;Outros ;3,25
3904;;Polímeros de cloreto de vinila ou de outras olefinas halogenadas, em formas primárias.;
39041;;- Poli(cloreto de vinila), não misturado com outras substâncias;
39041010;;Obtido por processo de suspensão ;3,25
39041020;;Obtido por processo de emulsão ;3,25
39041090;;Outros ;3,25
39042;;- Outro poli(cloreto de vinila):;
39042100;;-- Não plastificado ;3,25
39042200;;-- Plastificado ;3,25
39043000;;- Copolímeros de cloreto de vinila e acetato de vinila ;3,25
39044;;- Outros copolímeros de cloreto de vinila;
39044010;;Com acetato de vinila, com um ácido dibásico ou com álcool vinílico, nas formas previstas na Nota 6 b) deste Capítulo ;3,25
39044090;;Outros ;3,25
39045;;- Polímeros de cloreto de vinilideno;
39045010;;Copolímeros de cloreto de vinilideno, sem emulsionante nem plastificante ;3,25
39045090;;Outros ;3,25
39046;;- Polímeros fluorados:;
390461;;-- Politetrafluoretileno;
39046110;;Nas formas previstas na Nota 6 a) deste Capítulo ;3,25
39046190;;Outros ;3,25
390469;;-- Outros;
39046910;;Copolímero de fluoreto de vinilideno e hexafluorpropileno ;3,25
39046990;;Outros ;3,25
39049;;- Outros;
39049010;;Poli(cloreto de vinila) clorado ;3,25
39049090;;Outros ;3,25
3905;;Polímeros de acetato de vinila ou de outros ésteres de vinila, em formas primárias, outros polímeros de vinila, em formas primárias.;
39051;;- Poli(acetato de vinila):;
39051200;;-- Em dispersão aquosa ;3,25
390519;;-- Outro;
39051910;;Com grupos álcool vinílico, nas formas previstas na Nota 6 b) deste Capítulo ;3,25
39051990;;Outro ;3,25
39052;;- Copolímeros de acetato de vinila:;
39052100;;-- Em dispersão aquosa ;3,25
39052900;;-- Outros ;3,25
39053000;;- Poli(álcool vinílico), mesmo que contenha grupos acetato não hidrolisados ;3,25
39059;;- Outros:;
390591;;-- Copolímeros;
39059130;;De vinilpirrolidona e acetato de vinila, em solução alcoólica ;3,25
39059190;;Outros ;3,25
390599;;-- Outros;
39059910;;Poli(vinilformal) ;3,25
39059920;;Poli(butiral de vinila) ;3,25
39059930;;Poli(vinilpirrolidona) iodada ;3,25
39059990;;Outros ;3,25
3906;;Polímeros acrílicos, em formas primárias.;
39061000;;- Poli(metacrilato de metila) ;3,25
39061000;01;Em pó, de granulometria de 50 a 400 mesh, próprio para uso odontológico;0
39069;;- Outros;
3906901;;Nas formas previstas na Nota 6 a) deste Capítulo, em água;
39069011;;Poli(ácido acrílico) e seus sais ;3,25
39069012;;Sal sódico do poli(ácido acrilamídico), solúvel em água ;3,25
39069019;;Outros ;3,25
3906902;;Nas formas previstas na Nota 6 a) deste Capítulo, em solventes orgânicos;
39069021;;Poli(ácido acrílico) e seus sais ;3,25
39069022;;Copolímero de metacrilato de 2-di-isopropilaminoetila e metacrilato de n-decila, em suspensão de dimetilacetamida ;3,25
39069029;;Outros ;3,25
3906903;;Nas formas previstas na Nota 6 a) deste Capítulo, em outros solventes ou sem solvente;
39069031;;Poli(ácido acrílico) e seus sais ;3,25
39069032;;Sal sódico do poli(ácido acrilamídico), solúvel em água ;3,25
39069039;;Outros ;3,25
3906905;;Nas formas previstas na Nota 6 b) deste Capítulo, exceto copolímeros;
39069051;;Poli(ácido acrílico) e seus sais;3,25
39069051;01;Em pó, de granulometria de 50 a 400 mesh, próprios para uso odontológico;0
39069052;;Sal sódico do poli(ácido acrilamídico), solúvel em água;3,25
39069053;;Carboxipolimetileno, em pó;3,25
39069054;;Poli(acrilato de sódio), com capacidade de absorção de uma solução aquosa de cloreto de sódio 0,9 %, em peso, igual ou superior a vinte vezes seu próprio peso;3,25
39069059;;Outros;3,25
39069059;01;Em pó, de granulometria de 50 a 400 mesh, próprios para uso odontológico;0
3906906;;Copolímeros nas formas previstas na Nota 6 b) deste Capítulo;
39069061;;Copolímero de acrilato de potássio e acrilamida, com capacidade de absorção de água destilada de até quatrocentas vezes seu próprio peso;3,25
39069062;;Copolímeros de acrilato de metila-etileno com um conteúdo de acrilato de metila igual ou superior a 50 %, em peso;3,25
39069063;;Copolímero de acrilato de etila, acrilato de n-butila e acrilato de 2-metoxietila;3,25
39069064;;Copolímero de acrilato de potássio e ácido acrílico, com capacidade de absorção de água destilada de até quatrocentas vezes seu próprio peso;3,25
39069065;;Copolímero de acrilamida e acrilato de sódio;3,25
39069069;;Outros;3,25
39069069;01;Em pó, de granulometria de 50 a 400 mesh, próprios para uso odontológico;0
;;;
3907;;Poliacetais, outros poliéteres e resinas epóxidas, em formas primárias, policarbonatos, resinas alquídicas, poliésteres alílicos e outros poliésteres, em formas primárias.;
39071;;- Poliacetais;
39071010;;Com carga, nas formas previstas na Nota 6 a) deste Capítulo ;3,25
39071020;;Com carga, nas formas previstas na Nota 6 b) deste Capítulo ;3,25
3907103;;Sem carga, nas formas previstas na Nota 6 a) deste Capítulo;
39071031;;Polidextrose ;3,25
39071039;;Outros ;3,25
3907104;;Sem carga, nas formas previstas na Nota 6 b) deste Capítulo, não estabilizados;
39071041;;Polidextrose ;3,25
39071042;;Outros, em pó que passe através de uma peneira com abertura de malha de 0,85 mm em proporção superior a 80 %, em peso ;3,25
39071049;;Outros ;3,25
3907109;;Outros;
39071091;;Em grânulos, de diâmetro de partícula superior a 2 mm, segundo a Norma ASTM E 11-70;3,25
39071099;;Outros ;3,25
39072;;- Outros poliéteres:;
39072100;;-- Metilfosfonato de bis(polioxietileno) ;3,25
390729;;-- Outros;
3907291;;Poli(óxido de fenileno), mesmo modificado com estireno ou estireno-acrilonitrila;
39072911;;Com carga ;3,25
39072912;;Sem carga ;3,25
39072920;;Politetrametilenoeterglicol ;3,25
3907293;;Polieterpolióis;
39072931;;Polietilenoglicol 400 ;3,25
39072939;;Outros ;3,25
3907294;;Poli(epicloridrina) (PECH) e seus copolímeros;
39072941;;Poli(epicloridrina) ;3,25
39072942;;Copolímeros de óxido de etileno ;3,25
39072949;;Outros ;3,25
3907299;;Outros;
39072991;;Poliacetal poliéter (PAPE);3,25
39072999;;Outros;3,25
39073;;- Resinas epóxidas;
3907301;;Com carga;
39073011;;Nas formas previstas na Nota 6 a) deste Capítulo ;3,25
39073019;;Outras ;3,25
3907302;;Sem carga;
39073021;;Copolímero de tetrabromobisfenol A e epicloridrina (resina epóxida bromada) ;3,25
39073022;;Outras, nas formas previstas na Nota 6 a) deste Capítulo ;3,25
39073029;;Outras ;3,25
39074;;- Policarbonatos;
39074010;;Nas formas previstas na Nota 6 b) deste Capítulo, com transmissão de luz de comprimento de onda de 550 nm ou 800 nm, superior a 89 %, segundo Norma ASTM D 1003-00 e índice de fluidez de massa igual ou superior a 60 g/10 min e inferior ou igual a 80 g/10 min segundo Norma ASTM D 1238;3,25
39074020;;Em pó ou flocos, com índice de fluidez de massa inferior a 60 g/10 min ou superior a 80 g/10 min segundo Norma ASTM D 1238;3,25
39074090;;Outros ;3,25
39075;;- Resinas alquídicas;
39075010;;Nas formas previstas na Nota 6 a) deste Capítulo ;3,25
39075090;;Outras ;3,25
39076;;- Poli(tereftalato de etileno):;
39076100;;-- De um índice de viscosidade de 78 ml/g ou mais ;3,25
39076900;;-- Outros ;3,25
39077000;;- Poli(ácido láctico) ;3,25
39079;;- Outros poliésteres:;
39079100;;-- Não saturados ;3,25
390799;;-- Outros;
3907991;;Poli(tereftalato de butileno);
39079911;;Com carga de fibra de vidro ;3,25
39079912;;Outros, nas formas previstas na Nota 6 a) deste Capítulo ;3,25
39079919;;Outros ;3,25
3907999;;Outros;
39079991;;Nas formas previstas na Nota 6 a) deste Capítulo ;3,25
39079992;;Poli(épsilon-caprolactona) ;3,25
39079993;;Copolímero de tereftalato de dimetila, cicloexanodimetanol e ácido isoftálico ;3,25
39079994;;Copolímero de tereftalato de dimetila, cicloexanodimetanol e tetrametil ciclobutanodiol ;3,25
39079995;;Copolímero de tereftalato de dimetila, cicloexanodimetanol e etilenoglicol ;3,25
39079999;;Outros ;3,25
3908;;Poliamidas em formas primárias.;
39081;;- Poliamida-6, -11, -12, -6,6, -6,9, -6,10 ou -6,12;
3908101;;Nas formas previstas na Nota 6 a) deste Capítulo;
39081011;;Poliamida-11 ;3,25
39081012;;Poliamida-12 ;3,25
39081013;;Poliamida-6 ou poliamida-6,6, com carga ;3,25
39081014;;Poliamida-6 ou poliamida-6,6, sem carga ;3,25
39081019;;Outras ;3,25
3908102;;Nas formas previstas na Nota 6 b) deste Capítulo;
39081021;;Poliamida-11 ;3,25
39081022;;Poliamida-12 ;3,25
39081023;;Poliamida-6 ou poliamida-6,6, com carga ;3,25
39081025;;Poliamida-6, sem carga ;3,25
39081026;;Poliamida-6,6, sem carga ;3,25
39081029;;Outras ;3,25
39089;;- Outras;
39089010;;Copolímero de lauril-lactama ;3,25
39089020;;Obtidas por condensação de ácidos graxos (gordos) dimerizados ou trimerizados com etilenaminas;3,25
39089090;;Outras ;3,25
3909;;Resinas amínicas, resinas fenólicas e poliuretanos, em formas primárias.;
39091000;;- Resinas ureicas, resinas de tioureia ;3,25
39092;;- Resinas melamínicas;
3909201;;Com carga;
39092011;;Melamina-formaldeído, em pó ;3,25
39092019;;Outras ;3,25
3909202;;Sem carga;
39092021;;Melamina-formaldeído, em pó ;3,25
39092029;;Outras ;3,25
39093;;- Outras resinas amínicas:;
39093100;;-- Poli(isocianato de fenil metileno) (MDI bruto, MDI polimérico) ;3,25
39093900;;-- Outras ;3,25
39094;;- Resinas fenólicas;
3909401;;Lipossolúveis, puras ou modificadas;
39094011;;Fenol-formaldeído ;3,25
39094019;;Outras ;3,25
3909409;;Outras;
39094091;;Fenol-formaldeído ;3,25
39094099;;Outras ;3,25
39095;;- Poliuretanos;
3909501;;Nas formas previstas na Nota 6 a) deste Capítulo;
39095011;;Soluções em solventes orgânicos ;3,25
39095012;;Em dispersão aquosa ;3,25
39095019;;Outros ;3,25
3909502;;Nas formas previstas na Nota 6 b) deste Capítulo;
39095021;;Hidroxilados, com propriedades adesivas ;3,25
39095029;;Outros ;3,25
3910;;Silicones em formas primárias.;
3910001;;Óleos;
39100011;;Misturas de pré-polímeros lineares e cíclicos, obtidos por hidrólise de dimetildiclorosilano, de peso molecular médio inferior ou igual a 8.800 ;3,25
39100012;;Polidimetilsiloxano, polimetilidrogenosiloxano ou misturas destes produtos, em dispersão ;3,25
39100013;;Copolímeros de dimetilsiloxano com compostos vinílicos, de viscosidade igual ou superior a 1.000.000 cSt ;3,25
39100019;;Outros ;3,25
3910002;;Elastômeros;
39100021;;De vulcanização a quente ;3,25
39100029;;Outros ;3,25
39100030;;Resinas ;3,25
39100090;;Outros ;3,25
3911;;Resinas de petróleo, resinas de cumarona-indeno, politerpenos, polissulfetos, polissulfonas e outros produtos mencionados na Nota 3 do presente Capítulo, não especificados nem compreendidos noutras posições, em formas primárias.;
39111;;- Resinas de petróleo, resinas de cumarona, resinas de indeno, resinas de cumarona-indeno e politerpenos;
39111010;;Com carga ;3,25
3911102;;Sem carga;
39111021;;Resinas de petróleo, total ou parcialmente hidrogenadas, de Cor Gardner inferior a 3, segundo Norma ASTM D 1544 ;3,25
39111029;;Outros ;3,25
39112000;;- Poli(1,3-fenileno metilfosfonato) ;3,25
39119;;- Outros;
3911901;;Com carga;
39119011;;Politerpenos modificados quimicamente, exceto com fenóis ;3,25
39119012;;Polieterimidas (PEI) e seus copolímeros ;3,25
39119013;;Polietersulfonas (PES) e seus copolímeros ;3,25
39119014;;Poli(sulfeto de fenileno) ;3,25
39119019;;Outros ;3,25
3911902;;Sem carga;
39119021;;Politerpenos modificados quimicamente, exceto com fenóis ;3,25
39119022;;Poli(sulfeto de fenileno) ;3,25
39119023;;Polietilenaminas ;3,25
39119024;;Polieterimidas (PEI) e seus copolímeros ;3,25
39119025;;Polietersulfonas (PES) e seus copolímeros ;3,25
39119026;;Polissulfonas ;3,25
39119027;;Cloreto de hexadimetrina ;3,25
39119029;;Outros ;3,25
3912;;Celulose e seus derivados químicos, não especificados nem compreendidos noutras posições, em formas primárias.;
39121;;- Acetatos de celulose:;
391211;;-- Não plastificados;
39121110;;Com carga ;3,25
39121120;;Sem carga ;3,25
39121200;;-- Plastificados ;3,25
39122;;- Nitratos de celulose (incluindo os colódios);
39122010;;Com carga ;3,25
3912202;;Sem carga;
39122021;;Em álcool, com um teor de não voláteis igual ou superior a 65 %, em peso ;3,25
39122029;;Outros ;3,25
39123;;- Éteres de celulose:;
391231;;-- Carboximetilcelulose e seus sais;
3912311;;Carboximetilcelulose;
39123111;;Com um teor de carboximetilcelulose igual ou superior a 75 %, em peso ;3,25
39123119;;Outros ;3,25
3912312;;Sais;
39123121;;Com um teor de sais igual ou superior a 75 %, em peso ;3,25
39123129;;Outros ;3,25
391239;;-- Outros;
39123910;;Metil-, etil- e propilcelulose, hidroxiladas ;3,25
39123920;;Outras metilceluloses ;3,25
39123930;;Outras etilceluloses ;3,25
39123990;;Outros ;3,25
39129;;- Outros;
39129010;;Propionato de celulose ;3,25
39129020;;Acetobutanoato de celulose ;3,25
3912903;;Celulose microcristalina;
39129031;;Em pó ;3,25
39129039;;Outras ;3,25
39129040;;Outras celuloses, em pó ;3,25
39129090;;Outros ;3,25
3913;;Polímeros naturais (ácido algínico, por exemplo) e polímeros naturais modificados (por exemplo, proteínas endurecidas, derivados químicos da borracha natural), não especificados nem compreendidos noutras posições, em formas primárias.;
39131000;;- Ácido algínico, seus sais e seus ésteres ;3,25
39139;;- Outros;
3913901;;Derivados químicos da borracha natural;
39139011;;Borracha clorada ou cloridratada, nas formas previstas na Nota 6 b) deste Capítulo ;3,25
39139012;;Borracha clorada, noutras formas ;3,25
39139019;;Outros ;3,25
39139020;;Goma xantana ;3,25
39139030;;Dextrana ;3,25
39139040;;Proteínas endurecidas ;3,25
39139050;;Quitosan (Chitosan), seus sais ou seus derivados ;3,25
39139060;;Sulfato de condroitina ;3,25
39139090;;Outros ;3,25
3914;;Permutadores de íons à base de polímeros das posições 39.01 a 39.13, em formas primárias.;
3914001;;De poliestireno e seus copolímeros;
39140011;;De copolímeros de estireno-divinilbenzeno, sulfonados ;3,25
39140019;;Outros ;3,25
39140090;;Outros ;3,25
3915;;Desperdícios, resíduos e aparas, de plástico.;
39151000;;- De polímeros de etileno ;0
39152000;;- De polímeros de estireno ;0
39153000;;- De polímeros de cloreto de vinila ;0
39159000;;- De outro plástico ;0
3916;;Monofilamentos cuja maior dimensão da seção transversal seja superior a 1 mm (monofios), varas, bastões e perfis, mesmo trabalhados à superfície, mas não trabalhados de outro modo, de plástico.;
39161000;;- De polímeros de etileno ;6,5
39162000;;- De polímeros de cloreto de vinila ;6,5
39162000;01;Forros de poli(cloreto de vinila) (PVC) utilizados na construção civil;3,25
39169;;- De outro plástico;
39169010;;Monofilamentos ;6,5
39169090;;Outros ;6,5
3917;;Tubos e seus acessórios (por exemplo, juntas, cotovelos, flanges, uniões), de plástico.;
39171;;- Tripas artificiais de proteínas endurecidas ou de plástico celulósico;
39171010;;De proteínas endurecidas ;3,25
3917102;;De plástico celulósico;
39171021;;Fibrosas, de celulose regenerada, de diâmetro igual ou superior a 150 mm ;3,25
39171029;;Outras ;3,25
39172;;- Tubos rígidos:;
39172100;;-- De polímeros de etileno ;0
391722;;-- De polímeros de propileno;
39172210;;De seção transversal interna redonda de diâmetro inferior a  6 mm e externa hexagonal;0
39172290;;Outros;0
39172300;;-- De polímeros de cloreto de vinila ;0
39172900;;-- De outro plástico ;0
39173;;- Outros tubos:;
39173100;;-- Tubos flexíveis podendo suportar uma pressão de, pelo menos, 27,6 MPa ;3,25
391732;;"-- Outros, não reforçados com outras matérias, nem associados de outra forma com outras matérias,
sem acessórios";
39173210;;De copolímeros de etileno ;3,25
3917322;;De polipropileno;
39173221;;Tubos capilares, semipermeáveis, próprios para hemodiálise ou para oxigenação sanguínea ;0
39173229;;Outros ;3,25
39173230;;De poli(tereftalato de etileno) ;3,25
39173240;;De silicones ;3,25
3917325;;De celulose regenerada;
39173251;;Tubos capilares, semipermeáveis, próprios para hemodiálise ;3,25
39173259;;Outros ;3,25
39173290;;Outros ;3,25
39173300;;"-- Outros, não reforçados com outras matérias, nem associados de outra forma com outras matérias,
com acessórios ";3,25
39173900;;-- Outros ;3,25
39174;;- Acessórios;
39174010;;Do tipo utilizado em linhas de sangue para hemodiálise ;0
39174090;;Outros ;0
3918;;Revestimentos para pisos (pavimentos), de plástico, mesmo autoadesivos, em rolos ou em forma de ladrilhos ou de placas (lajes), revestimentos para paredes ou para tetos, de plástico, definidos na Nota 9 do presente Capítulo.;
39181000;;- De polímeros de cloreto de vinila ;0
39189000;;- De outro plástico ;3,25
3919;;Chapas, folhas, tiras, fitas, películas e outras formas planas, autoadesivas, de plástico, mesmo em rolos.;
39191;;- Em rolos de largura não superior a 20 cm;
39191010;;De polipropileno ;9,75
39191010;Ex 01;Fitas autoadesivas, em rolos;15
39191020;;De poli(cloreto de vinila) ;11,25
39191020;Ex 01;Fitas autoadesivas, em rolos;15
39191090;;Outras ;9,75
39199;;- Outras;
39199010;;De polipropileno ;9,75
39199020;;De poli(cloreto de vinila) ;9,75
39199090;;Outras ;9,75
39199090;Ex 01;Películas autoadesivas;15
392;;Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias.;
39201;;- De polímeros de etileno;
39201010;;De densidade igual ou superior a 0,94, espessura inferior ou igual a 19 micrômetros (mícrons), em rolos de largura inferior ou igual a 66 cm ;9,75
3920109;;Outras;
39201091;;De densidade inferior a 0,94, com óleo de parafina e carga (sílica e negro de fumo), apresentando nervuras paralelas entre si, com uma resistência elétrica igual ou superior a 0,030 ohms.cm2, mas inferior ou igual a 0,120 ohms.cm2, em rolos, do tipo utilizado para a fabricação de separadores de acumuladores elétricos ;9,75
39201099;;Outras ;15
39202;;- De polímeros de propileno;
3920201;;Biaxialmente orientados;
39202011;;De largura inferior ou igual a 12,5 cm e espessura inferior ou igual a 10 micrômetros (mícrons), metalizadas ;9,75
39202012;;De largura inferior ou igual a 1 m e espessura inferior ou igual a 13 micrômetros (mícrons), com uma ou ambas as faces rugosas de rugosidade relativa (relação entre a espessura média e a máxima) igual ou superior a 6 %, de rigidez dielétrica igual ou superior a 500 V/micrômetro (Norma ASTM D 3755-97), em rolos;9,75
39202019;;Outras ;9,75
39202019;01;Substrato de polipropileno biaxialmente orientado, recoberto em ambas as faces da folha por camadas de tinta opacificante que propiciam receber as impressões ofsete seco, calcográfica, tipográfica e vernizes de proteção com cura a ultravioleta;0
39202090;;Outras ;9,75
39203000;;- De polímeros de estireno ;15
39203000;01;Laminados rígidos utilizados para revestimento de móveis;3,25
39204;;- De polímeros de cloreto de vinila:;
392043;;-- Que contenham, em peso, pelo menos 6 % de plastificantes;
39204310;;De poli(cloreto de vinila), transparentes, termocontráteis, de espessura inferior ou igual a 250 micrômetros (mícrons) ;9,75
39204390;;Outras ;9,75
39204900;;-- Outras ;9,75
39204900;01;Laminados rígidos de poli(cloreto de vinila) (PVC) utilizados para revestimento de móveis;3,25
39205;;- De polímeros acrílicos:;
39205100;;-- De poli(metacrilato de metila) ;9,75
39205900;;-- Outras ;9,75
39206;;- De policarbonatos, de resinas alquídicas, de poliésteres alílicos ou de outros poliésteres:;
39206100;;-- De policarbonatos ;9,75
392062;;-- De poli(tereftalato de etileno);
3920621;;De espessura inferior ou igual a 40 micrômetros (mícrons);
39206211;;De espessura inferior a 5 micrômetros (mícrons) ;9,75
39206219;;Outras ;9,75
3920629;;Outras;
39206291;;Com largura superior a 12 cm, sem qualquer trabalho à superfície ;9,75
39206299;;Outras ;9,75
39206299;01;Laminados de poli(tereftalato de etileno) (PET) para revestimento;3,25
39206300;;-- De poliésteres não saturados ;9,75
39206900;;-- De outros poliésteres ;9,75
39207;;- De celulose ou dos seus derivados químicos:;
39207100;;-- De celulose regenerada ;9,75
392073;;-- De acetatos de celulose;
39207310;;De espessura inferior ou igual a 0,75 mm ;9,75
39207390;;Outras ;9,75
392079;;-- De outros derivados da celulose;
39207910;;De fibra vulcanizada, de espessura inferior ou igual a 1 mm ;9,75
39207990;;Outros ;9,75
39209;;- De outro plástico:;
39209100;;-- De poli(butiral de vinila) ;9,75
39209200;;-- De poliamidas ;9,75
39209300;;-- De resinas amínicas ;9,75
39209400;;-- De resinas fenólicas ;9,75
392099;;-- De outro plástico;
39209910;;De silicone ;9,75
39209920;;De poli(álcool vinílico) ;9,75
39209930;;De polímeros de fluoreto de vinila ;9,75
39209940;;De poliimida ;9,75
39209950;;De poli(clorotrifluoretileno) ;9,75
39209990;;Outras ;9,75
3921;;Outras chapas, folhas, películas, tiras e lâminas, de plástico.;
39211;;- Produtos alveolares:;
39211100;;-- De polímeros de estireno ;9,75
39211200;;-- De polímeros de cloreto de vinila ;9,75
392113;;-- De poliuretanos;
39211310;;Com base poliéster, de células abertas, com um número de poros por decímetro linear igual ou superior a 24 e inferior ou igual a 157 (6 a 40 poros por polegada linear), com resistência à compressão 50 % (RC50) igual ou superior a 3,0 kPa e inferior ou igual a 6,0 kPa;9,75
39211390;;Outras ;9,75
39211400;;-- De celulose regenerada ;9,75
39211900;;-- De outro plástico ;9,75
39219;;- Outras;
3921901;;Estratificadas, reforçadas ou com suporte;
39219011;;De resina melamina-formaldeído ;3,25
39219012;;De polietileno, com reforço de napas de fibras de polietileno paralelizadas, superpostas entre si em ângulo de 90º e impregnadas com resinas ;9,75
39219013;;De copolímeros de tetrafluoretileno reforçadas com tecido de fibras de politetrafluoretileno, do tipo utilizado como membranas semipermeáveis em células de eletrólise;9,75
39219019;;Outras ;9,75
39219020;;De poli(tereftalato de etileno), com camada antiestática à base de gelatina ou de látex em ambas as faces, mesmo com halogenetos de potássio ;9,75
39219090;;Outras ;9,75
3922;;Banheiras, boxes para chuveiros (polibãs*), pias, lavatórios, bidés, sanitários e seus assentos e tampas, caixas de descarga (autoclismos*) e artigos semelhantes para usos sanitários ou higiênicos, de plástico.;
39221000;;- Banheiras, boxes para chuveiros (polibãs*), pias e lavatórios ;0
39222000;;- Assentos e tampas, de sanitários ;0
39229000;;- Outros ;0
3923;;Artigos de transporte ou de embalagem, de plástico, rolhas, tampas, cápsulas e outros dispositivos para fechar recipientes, de plástico.;
39231;;- Caixas, caixotes, engradados e artigos semelhantes;
39231010;;Estojos de plástico, do tipo utilizado para acondicionar discos para sistemas de leitura por raio laser;9,75
39231090;;Outros ;9,75
39232;;- Sacos de quaisquer dimensões, bolsas e cartuchos:;
392321;;-- De polímeros de etileno;
